user,movie,rating
103,1580,3.2
329,1580,3.2
460,1580,3.2
4610,1580,4.0837584
336,1580,3.2
350,1580,3.2
973,1580,2.4400423
1260,1580,3.5074637
3054,1580,2.9756105
223,1580,3.2
3792,1580,3.8734999
602,1580,3.2
2168,1580,3.8612564
409,1580,3.2
1978,1580,3.8583956
333,1580,3.2
3963,1580,3.4666173
285,1580,3.2
22,1580,3.2
372,1580,3.2
604,1580,3.2
5302,1580,3.8860288
122,1580,3.2
230,1580,3.2
319,1580,3.2
493,1580,3.2
93,1580,3.2
157,1580,3.2
190,1580,3.2
225,1580,3.2
232,1580,3.2
346,1580,3.2
476,1580,3.2
855,1580,3.364218
5102,1580,4.3685203
5620,1580,3.4083421
177,1580,3.2
556,1580,3.2
132,1580,3.2
185,1580,3.2
355,1580,3.2
386,1580,3.2
435,1580,3.2
603,1580,3.2
1266,1580,3.75272
2796,1580,2.979137
2239,1580,3.8416767
3648,1580,2.9729009
1516,1580,3.9969318
52,1580,3.2
1302,1580,3.9825635
212,1580,3.2
5761,1580,3.9886446
631,1580,3.2
182,1580,3.2
442,1580,3.2
13,1580,3.2
440,1580,3.2
86,1580,3.2
474,1580,3.2
168,1580,3.2
1952,1580,3.0526946
3,1580,3.2
328,1580,3.2
40,1580,3.2
429,1580,3.2
169,1580,3.2
139,1580,3.2
359,1580,3.2
479,1580,3.2
2808,1580,4.0844426
2880,1580,3.1555784
431,1580,3.2
4639,1580,3.998434
377,1580,3.2
402,1580,3.2
1074,1580,3.3891451
292,1580,3.2
306,1580,3.2
646,1580,3.8114772
235,1580,3.2
620,1580,3.2
452,1580,3.2
1029,1580,2.9721527
48,1580,3.2
5,1580,3.2
163,1580,3.2
268,1580,3.2
2985,1580,3.6839833
258,1580,3.2
19,1580,3.2
92,1580,3.2
419,1580,3.2
542,1580,3.2
560,1580,3.2
415,1580,3.2
257,1580,3.2
1186,1580,3.460553
3119,1580,3.580577
117,1580,3.2
1733,1580,2.7207441
309,1580,3.2
425,1580,3.2
1530,1580,3.685206
2847,1580,2.585351
4478,1580,3.4467828
15,1580,3.2
1194,1580,3.7222064
563,1580,3.2
615,1580,3.2
2246,1580,3.0980372
3074,1580,3.8775158
3401,1580,3.5886173
366,1580,3.2
179,1580,3.2
127,1580,3.2
316,1580,3.2
461,1580,3.2
523,1580,3.2
531,1580,3.2
979,1580,3.6181488
3410,1580,2.95652
462,1580,3.2
547,1580,3.2
202,1580,3.2
263,1580,3.2
2926,1580,3.1647344
17,1580,3.2
231,1580,3.2
1219,1580,4.03151
609,1580,3.2
1329,1580,3.752559
4589,1580,3.951886
72,1580,3.2
398,1580,3.2
505,1580,3.2
538,1580,3.2
1211,1580,2.8841665
175,1580,3.2
1865,1580,3.3709512
583,1580,3.2
610,1580,3.2
1142,1580,3.359278
456,1580,3.2
441,1580,3.2
884,1580,4.2986684
1560,1580,3.6041617
5630,1580,3.606019
229,1580,3.2
326,1580,3.2
3085,1580,3.6237836
301,1580,3.2
494,1580,3.2
1737,1580,3.8393936
59,1580,3.2
445,1580,3.2
1779,1580,2.7653818
3505,1580,2.8201048
8,1580,3.2
100,1580,3.2
450,1580,3.2
495,1580,3.2
5276,1580,3.7155974
23,1580,3.2
2784,1580,3.4007335
49,1580,3.2
380,1580,3.2
791,1580,3.5531623
7,1580,3.2
162,1580,3.2
514,1580,3.2
549,1580,3.2
130,1580,3.2
624,1580,3.2
453,1580,3.2
1601,1580,3.9516058
314,1580,3.2
691,1580,3.57502
1998,1580,3.2334793
565,1580,3.2
273,1580,3.2
343,1580,3.2
439,1580,3.2
585,1580,3.2
194,1580,3.2
277,1580,3.2
331,1580,3.2
438,1580,3.2
532,1580,3.2
3038,1580,3.291421
129,1580,3.2
166,1580,3.2
1463,1580,4.5040255
543,1580,3.2
1001,1580,3.1709113
2258,1580,3.6094186
5053,1580,3.6710718
524,1580,3.2
533,1580,3.2
3840,1580,3.763384
264,1580,3.2
1347,1580,3.311586
1724,1580,3.6177065
403,1580,3.2
509,1580,3.2
10,1580,3.2
2641,1580,3.6641207
3807,1580,3.6369977
267,1580,3.2
45,1580,3.2
569,1580,3.2
1611,1580,3.7436686
216,1580,3.2
1447,1580,3.790443
82,1580,3.2
181,1580,3.2
249,1580,3.2
510,1580,3.2
288,1580,3.2
576,1580,3.2
240,1580,3.2
25,1580,3.2
73,1580,3.2
245,1580,3.2
427,1580,3.2
113,1580,3.2
237,1580,3.2
24,1580,3.2
2715,1580,3.5265968
3693,1580,3.4316893
121,1580,3.2
396,1580,3.2
480,1580,3.2
143,1580,3.2
95,1580,3.2
477,1580,3.2
482,1580,3.2
29,1580,3.2
528,1580,3.2
214,1580,3.2
550,1580,3.2
1079,1580,3.0590432
5723,1580,3.3752987
335,1580,3.2
338,1580,3.2
352,1580,3.2
195,1580,3.2
678,1580,3.8722744
1348,1580,3.582177
595,1580,3.2
752,1580,2.607638
5458,1580,3.3528047
1203,1580,3.7920508
60,1580,3.2
90,1580,3.2
371,1580,3.2
3746,1580,3.7786126
75,1580,3.2
621,1580,3.2
457,1580,3.2
151,1580,3.2
608,1580,3.2
1547,1580,2.5498729
272,1580,3.2
515,1580,3.2
5484,1580,3.687888
109,1580,3.2
487,1580,3.2
213,1580,3.2
303,1580,3.2
426,1580,3.2
1842,1580,3.9241276
611,1580,3.2
612,1580,3.2
4785,1580,3.842156
58,1580,3.2
204,1580,3.2
575,1580,3.2
369,1580,3.2
508,1580,3.2
541,1580,3.2
260,1580,3.2
567,1580,3.2
147,1580,3.2
198,1580,3.2
546,1580,3.2
1228,1580,3.4416146
5394,1580,3.4805017
349,1580,3.2
424,1580,3.2
123,1580,3.2
342,1580,3.2
1448,1580,3.6589522
199,1580,3.2
242,1580,3.2
284,1580,3.2
4640,1580,2.9970536
522,1580,3.2
42,1580,3.2
337,1580,3.2
566,1580,3.2
5991,1580,3.2911952
149,1580,3.2
3274,1580,3.5755064
294,1580,3.2
118,1580,3.2
1390,1580,3.990809
571,1580,3.2
184,1580,3.2
302,1580,3.2
557,1580,3.2
605,1580,3.2
5242,1580,2.9847755
616,1580,3.2
628,1580,3.2
632,1580,3.2
174,1580,3.2
3363,1580,3.2553735
1776,1580,3.4552915
2282,1580,3.8151765
252,1580,3.2
551,1580,3.2
1063,1580,4.099382
18,1580,3.2
475,1580,3.2
134,1580,3.2
584,1580,3.2
701,1580,3.363607
4232,1580,3.4407334
36,1580,3.2
187,1580,3.2
208,1580,3.2
422,1580,3.2
2376,1580,2.926005
623,1591,3.2
5682,1591,3.251893
53,1591,3.2
255,1591,3.2
970,1591,2.355651
3313,1591,2.562327
210,1591,3.2
436,1591,3.2
192,1591,3.2
271,1591,3.2
103,1591,3.2
329,1591,3.2
93,1591,3.2
476,1591,3.2
5787,1591,2.6762943
2796,1591,1.9366498
1516,1591,2.7767715
770,1591,2.341333
4979,1591,2.2496073
474,1591,3.2
839,1591,2.776473
163,1591,3.2
117,1591,3.2
2131,1591,2.5791936
2847,1591,1.9091213
262,1591,3.2
563,1591,3.2
3401,1591,2.2868214
461,1591,3.2
937,1591,2.724636
2887,1591,2.7474601
202,1591,3.2
1219,1591,2.7456717
1329,1591,2.6200163
698,1591,2.7549343
437,1591,3.2
301,1591,3.2
890,1591,2.869686
445,1591,3.2
1779,1591,2.2426224
791,1591,2.2955658
549,1591,3.2
244,1591,3.2
1422,1591,2.059131
585,1591,3.2
2077,1591,2.5120108
543,1591,3.2
5053,1591,2.6215143
524,1591,3.2
1639,1591,2.6170158
5473,1591,2.4987812
1611,1591,2.7885263
1447,1591,2.3801913
73,1591,3.2
245,1591,3.2
550,1591,3.2
335,1591,3.2
195,1591,3.2
678,1591,2.474032
639,1591,2.544999
170,1591,3.2
58,1591,3.2
4728,1591,2.7244015
147,1591,3.2
424,1591,3.2
1448,1591,2.3985758
199,1591,3.2
284,1591,3.2
42,1591,3.2
566,1591,3.2
3274,1591,2.195896
571,1591,3.2
3768,1591,2.4493575
302,1591,3.2
4079,1591,2.5631757
1101,1591,2.4154112
3312,1591,2.335098
996,1591,2.6323845
716,1591,3.2268503
18,1591,3.2
475,1591,3.2
1246,1591,2.732382
134,1591,3.2
392,1645,3.2
4489,1645,3.8021765
137,1645,3.2
4042,1645,3.2091358
53,1645,3.2
588,1645,3.2
970,1645,3.4498363
133,1645,3.2
513,1645,3.2
321,1645,3.2
1561,1645,3.5875912
34,1645,3.2
368,1645,3.2
4169,1645,3.1038203
2962,1645,2.6994495
667,1645,3.567275
1889,1645,2.9568253
26,1645,3.2
44,1645,3.2
192,1645,3.2
271,1645,3.2
1260,1645,3.2066963
3679,1645,3.4614997
1925,1645,3.121421
285,1645,3.2
727,1645,2.787575
2242,1645,3.483054
319,1645,3.2
1425,1645,3.3912673
355,1645,3.2
259,1645,3.2
2781,1645,3.6927588
3648,1645,2.9196963
3125,1645,3.5621388
1902,1645,3.8044386
442,1645,3.2
474,1645,3.2
3509,1645,2.965649
308,1645,3.2
429,1645,3.2
839,1645,3.6688614
570,1645,3.2
5492,1645,3.3567095
3613,1645,3.3267107
676,1645,3.1439388
5096,1645,2.8332212
163,1645,3.2
1806,1645,3.722651
19,1645,3.2
4465,1645,2.4998991
1733,1645,2.7666187
904,1645,3.6147034
2847,1645,2.3989
15,1645,3.2
3112,1645,3.0509298
1194,1645,3.819041
2841,1645,3.31207
4520,1645,3.6360204
3401,1645,2.9531245
461,1645,3.2
531,1645,3.2
3471,1645,3.1806228
202,1645,3.2
2926,1645,2.868453
398,1645,3.2
3620,1645,2.9376419
1211,1645,2.634149
5453,1645,3.2958345
2271,1645,3.338554
721,1645,3.5922408
1643,1645,3.1126308
278,1645,3.2
890,1645,3.752086
1737,1645,3.706316
23,1645,3.2
5792,1645,2.866796
549,1645,3.2
343,1645,3.2
443,1645,3.2
1837,1645,3.3706143
331,1645,3.2
3821,1645,2.2026308
391,1645,3.2
438,1645,3.2
129,1645,3.2
2077,1645,3.4129486
543,1645,3.2
524,1645,3.2
869,1645,3.6268685
403,1645,3.2
509,1645,3.2
2129,1645,3.2320032
3266,1645,3.5374422
2395,1645,3.4428813
5473,1645,3.3517509
1447,1645,3.4136076
3462,1645,3.2368698
82,1645,3.2
249,1645,3.2
245,1645,3.2
3842,1645,3.2854674
3391,1645,3.7701354
482,1645,3.2
21,1645,3.2
214,1645,3.2
352,1645,3.2
4117,1645,4.0558834
195,1645,3.2
1203,1645,3.4839628
60,1645,3.2
90,1645,3.2
221,1645,3.2
414,1645,3.2
712,1645,3.4128222
1579,1645,2.9356532
3992,1645,3.775208
4834,1645,3.056231
272,1645,3.2
303,1645,3.2
1842,1645,3.587017
536,1645,3.2
4328,1645,2.8897457
110,1645,3.2
4728,1645,3.5155828
147,1645,3.2
2946,1645,2.9472482
4089,1645,3.8006337
424,1645,3.2
123,1645,3.2
1448,1645,3.3641543
1958,1645,3.5629845
284,1645,3.2
566,1645,3.2
149,1645,3.2
357,1645,3.2
2276,1645,3.5612187
302,1645,3.2
1101,1645,2.992388
3312,1645,3.1300976
716,1645,4.078446
144,1645,3.2
2528,1645,3.6624954
1246,1645,3.418115
1928,1645,3.6253567
36,1645,3.2
517,1645,3.2
4169,1829,3.2007914
1266,1829,3.0930603
1164,1829,3.1391332
1203,1829,3.3045752
1228,1829,2.9718559
1088,1959,3.5394037
392,1959,3.2
516,1959,3.2
137,1959,3.2
2247,1959,3.7989233
133,1959,3.2
613,1959,3.2
2683,1959,3.8917806
1243,1959,3.5555072
412,1959,3.2
5405,1959,3.6412156
1260,1959,3.5179865
4305,1959,3.4551077
604,1959,3.2
230,1959,3.2
4277,1959,3.8714838
416,1959,3.2
2998,1959,3.6448371
696,1959,3.4108887
291,1959,3.2
660,1959,2.9866512
3020,1959,3.4016156
146,1959,3.2
1546,1959,3.2757785
5539,1959,3.2723029
218,1959,3.2
6,1959,3.2
178,1959,3.2
1834,1959,3.3875487
169,1959,3.2
881,1959,2.3895106
545,1959,3.2
1701,1959,3.7366192
754,1959,3.4842265
553,1959,3.2
554,1959,3.2
1181,1959,2.7095108
347,1959,3.2
511,1959,3.2
1194,1959,3.7121444
366,1959,3.2
531,1959,3.2
318,1959,3.2
1164,1959,3.8996623
175,1959,3.2
1865,1959,3.4843063
721,1959,3.2633274
594,1959,3.2
485,1959,3.2
1451,1959,3.7755392
326,1959,3.2
114,1959,3.2
59,1959,3.2
1015,1959,3.4386392
648,1959,3.2963278
136,1959,3.2
2814,1959,4.034897
543,1959,3.2
10,1959,3.2
3982,1959,3.7359066
45,1959,3.2
245,1959,3.2
24,1959,3.2
1897,1959,3.5216832
1912,1959,2.5945573
156,1959,3.2
143,1959,3.2
411,1959,3.2
2359,1959,3.5240316
2453,1959,3.6886535
678,1959,3.7346745
3507,1959,3.4403353
287,1959,3.2
1712,1959,3.9431078
4241,1959,3.5491817
630,1959,3.2
334,1959,3.2
943,1959,4.1427836
4834,1959,3.5947115
376,1959,3.2
1980,1959,3.68753
2427,1959,3.6196334
612,1959,3.2
83,1959,3.2
150,1959,3.2
413,1959,3.2
4371,1959,3.6447163
600,1959,3.2
424,1959,3.2
123,1959,3.2
499,1959,3.2
2762,1959,3.5259783
506,1959,3.2
149,1959,3.2
1449,1959,2.9012318
4079,1959,3.7548223
3312,1959,3.0468392
535,1959,3.2
3363,1959,3.5764287
551,1959,3.2
934,1959,3.1287456
2643,1959,3.0723054
208,1959,3.2
2057,1959,3.3313296
148,2122,3.2
4186,2122,1.4404618
1051,2122,2.4512343
2962,2122,1.9205295
2255,2122,1.6822188
601,2122,3.2
22,2122,3.2
2638,2122,2.0516376
1425,2122,2.364356
305,2122,3.2
435,2122,3.2
1266,2122,2.1912036
3648,2122,2.8345475
5132,2122,2.0483823
5054,2122,1.5003966
117,2122,3.2
2041,2122,1.9481567
4520,2122,2.67239
531,2122,3.2
3410,2122,2.0349622
202,2122,3.2
503,2122,3.2
583,2122,3.2
1643,2122,1.7194805
278,2122,3.2
549,2122,3.2
1422,2122,1.6305695
264,2122,3.2
2129,2122,2.5703335
356,2122,3.2
3842,2122,2.4463334
1912,2122,1.1556422
482,2122,3.2
390,2122,3.2
528,2122,3.2
195,2122,3.2
678,2122,2.420445
1712,2122,2.7696285
621,2122,3.2
749,2122,2.7935665
370,2122,3.2
424,2122,3.2
123,2122,3.2
1448,2122,2.30282
1958,2122,2.5990877
2611,2122,2.4322538
302,2122,3.2
1101,2122,1.9929338
1851,2122,2.3445299
1776,2122,3.0304813
3055,2122,2.4497247
5636,2122,1.7067615
148,2142,3.2
1088,2142,2.5037212
918,2142,2.2520876
4126,2142,3.0387592
2168,2142,2.9770582
476,2142,3.2
1425,2142,2.5897348
770,2142,2.052707
92,2142,3.2
2847,2142,1.8001556
3401,2142,2.5620708
531,2142,3.2
614,2142,3.2
310,2142,3.2
494,2142,3.2
629,2142,3.2
1422,2142,2.2235975
343,2142,3.2
438,2142,3.2
2258,2142,2.5476096
509,2142,3.2
1611,2142,2.7502718
1556,2142,2.4120367
528,2142,3.2
2125,2142,2.7606304
550,2142,3.2
352,2142,3.2
75,2142,3.2
2195,2142,2.7833292
639,2142,3.0333087
536,2142,3.2
5394,2142,2.2687228
424,2142,3.2
284,2142,3.2
5643,2142,2.206703
3312,2142,2.2925375
5198,2142,1.8805006
18,2142,3.2
148,2366,3.2
5156,2366,4.573583
392,2366,3.2
31,2366,3.2
516,2366,3.2
4186,2366,3.1986842
53,2366,3.2
588,2366,3.2
296,2366,3.2
193,2366,3.2
2342,2366,3.6245263
874,2366,4.3623266
44,2366,3.2
271,2366,3.2
1875,2366,3.5462832
360,2366,3.2
476,2366,3.2
5787,2366,4.1848664
1505,2366,3.7801723
556,2366,3.2
305,2366,3.2
660,2366,3.0576553
2796,2366,2.6441283
146,2366,3.2
3970,2366,2.8927298
2781,2366,3.8851166
3648,2366,2.5130482
770,2366,2.8883996
777,2366,2.0603192
205,2366,3.2
40,2366,3.2
169,2366,3.2
139,2366,3.2
479,2366,3.2
295,2366,3.2
340,2366,3.2
1029,2366,3.7955575
544,2366,3.2
1087,2366,3.9632876
1010,2366,2.8596094
19,2366,3.2
560,2366,3.2
5054,2366,3.1861017
415,2366,3.2
299,2366,3.2
5291,2366,3.971479
615,2366,3.2
2246,2366,3.3105726
4520,2366,3.6435385
1182,2366,3.711403
3610,2366,1.7758144
5397,2366,2.9626012
202,2366,3.2
1597,2366,3.76792
3051,2366,3.1296377
4940,2366,4.024554
498,2366,3.2
884,2366,3.4785829
1560,2366,3.88778
173,2366,3.2
3018,2366,3.6254478
4,2366,3.2
2574,2366,3.381797
161,2366,3.2
791,2366,3.485336
3002,2366,4.3394585
4682,2366,3.451004
549,2366,3.2
1998,2366,3.3430657
87,2366,3.2
166,2366,3.2
3589,2366,2.4225812
97,2366,3.2
543,2366,3.2
264,2366,3.2
2020,2366,3.5618372
1780,2366,3.0386238
2172,2366,3.0134535
216,2366,3.2
3182,2366,2.8741896
1447,2366,4.399991
1389,2366,3.7743435
245,2366,3.2
62,2366,3.2
125,2366,3.2
1912,2366,3.10457
477,2366,3.2
29,2366,3.2
526,2366,3.2
5475,2366,3.7737803
550,2366,3.2
195,2366,3.2
1593,2366,3.0370212
621,2366,3.2
254,2366,3.2
1842,2366,4.166895
536,2366,3.2
58,2366,3.2
33,2366,3.2
1860,2366,3.071689
3178,2366,3.0847933
567,2366,3.2
198,2366,3.2
2946,2366,2.8306549
5394,2366,3.208899
424,2366,3.2
1285,2366,4.008654
1448,2366,3.7358885
270,2366,3.2
248,2366,3.2
42,2366,3.2
566,2366,3.2
573,2366,3.2
3768,2366,3.520842
302,2366,3.2
1101,2366,3.4633603
2621,2366,2.4727187
174,2366,3.2
2282,2366,4.13213
4744,2366,2.341001
475,2366,3.2
3368,2366,2.997489
208,2366,3.2
2962,2659,2.374924
587,2659,3.2
4448,2659,3.4765253
2036,2659,3.1906135
173,2659,3.2
1717,2659,3.1736648
1639,2659,2.997112
216,2659,3.2
1941,2659,2.650278
710,2659,3.070907
566,2659,3.2
529,2659,3.2
3475,2866,3.8816981
451,2866,3.2
255,2866,3.2
481,2866,3.2
5605,2866,2.9368725
1415,2866,3.160895
300,2866,3.2
1260,2866,3.600577
319,2866,3.2
346,2866,3.2
855,2866,3.5429401
1505,2866,3.7265282
291,2866,3.2
935,2866,3.366203
146,2866,3.2
839,2866,4.050289
6002,2866,3.8026154
4765,2866,3.8460221
5580,2866,3.9015708
904,2866,2.89838
4448,2866,4.093073
1451,2866,3.9726486
445,2866,3.2
161,2866,3.2
981,2866,3.0039048
238,2866,3.2
1422,2866,3.02687
331,2866,3.2
1780,2866,2.9390402
5172,2866,3.0814168
245,2866,3.2
1897,2866,3.5345078
2544,2866,3.4407725
1712,2866,3.9173365
